Outage Start,Outage End,Duration (hours),Weather Event Date,Weather Event,Wind scale,RES
21/01/2018,22/01/2018 01:00,16,17/01/2018,David,Gale,5
21/01/2018,22/01/2018 01:00,5,17/01/2018,David,Gale,5
22/01/2018,22/01/2018 18:15,1,17/01/2018,David,Gale,5
22/01/2018,23/01/2018 01:00,7,17/01/2018,David,Gale,5
22/01/2018,22/01/2018 23:15,1.25,17/01/2018,David,Gale,5
23/01/2018,23/01/2018 13:30,1.5,23/01/2018,Georgina,Gale,5
28/01/2018,29/01/2018 01:00,22.25,23/01/2018,Georgina,Gale,5
28/01/2018,28/01/2018 10:00,4.25,23/01/2018,Georgina,Gale,5
28/01/2018,28/01/2018 20:45,4.5,23/01/2018,Georgina,Gale,5
29/01/2018,30/01/2018 01:00,7.75,23/01/2018,Georgina,Gale,5
29/01/2018,30/01/2018 01:00,4.75,23/01/2018,Georgina,Gale,5
30/01/2018,31/01/2018 01:00,16,23/01/2018,Georgina,Gale,5
30/01/2018,31/01/2018 01:00,16,23/01/2018,Georgina,Gale,5
30/01/2018,31/01/2018 01:00,13.75,23/01/2018,Georgina,Gale,5
30/01/2018,30/01/2018 14:15,1,23/01/2018,Georgina,Gale,5
01/03/2018,02/03/2018 01:00,15,01/03/2018,Emma,Gale,3
01/03/2018,02/03/2018 01:00,10.75,01/03/2018,Emma,Gale,3
01/03/2018,02/03/2018 01:00,8,01/03/2018,Emma,Gale,3
02/03/2018,03/03/2018 01:00,13,01/03/2018,Emma,Gale,3
02/03/2018,02/03/2018 15:30,0.75,01/03/2018,Emma,Gale,3
02/03/2018,03/03/2018 01:00,6,01/03/2018,Emma,Gale,3
02/03/2018,03/03/2018 01:00,4,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,13,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,9,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,9,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,7,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,6,01/03/2018,Emma,Gale,3
03/03/2018,04/03/2018 01:00,4,01/03/2018,Emma,Gale,3
03/03/2018,05/03/2018 01:00,27.25,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,24,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,17,01/03/2018,Emma,Gale,3
04/03/2018,04/03/2018 10:30,1.5,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,13,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,9,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,7.75,01/03/2018,Emma,Gale,3
04/03/2018,06/03/2018 01:00,30,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,5.75,01/03/2018,Emma,Gale,3
04/03/2018,05/03/2018 01:00,3.75,01/03/2018,Emma,Gale,3
04/03/2018,06/03/2018 01:00,27.75,01/03/2018,Emma,Gale,3
05/03/2018,06/03/2018 01:00,21,01/03/2018,Emma,Gale,3
05/03/2018,06/03/2018 01:00,16.75,01/03/2018,Emma,Gale,3
05/03/2018,06/03/2018 01:00,8,01/03/2018,Emma,Gale,3
05/03/2018,06/03/2018 01:00,7.5,01/03/2018,Emma,Gale,3
05/03/2018,06/03/2018 01:00,6,01/03/2018,Emma,Gale,3
06/03/2018,06/03/2018 09:15,2.5,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,18,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,17,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,16.75,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,16,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,15.75,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,14,01/03/2018,Emma,Gale,3
06/03/2018,07/03/2018 01:00,13,01/03/2018,Emma,Gale,3
06/03/2018,06/03/2018 18:00,1,01/03/2018,Emma,Gale,3
07/03/2018,08/03/2018 01:00,22.75,01/03/2018,Emma,Gale,3
07/03/2018,08/03/2018 01:00,16.75,01/03/2018,Emma,Gale,3
08/03/2018,09/03/2018 01:00,22,01/03/2018,Emma,Gale,3
08/03/2018,09/03/2018 01:00,18.75,01/03/2018,Emma,Gale,3
08/03/2018,09/03/2018 01:00,18,01/03/2018,Emma,Gale,3
08/03/2018,09/03/2018 01:00,17,01/03/2018,Emma,Gale,3
14/06/2018,15/06/2018 01:00,9,14/06/2018,Hector,Storm,2
16/06/2018,17/06/2018 01:00,8,14/06/2018,Hector,Storm,2
18/06/2018,19/06/2018 01:00,25,14/06/2018,Hector,Storm,2
20/09/2018,21/09/2018 01:00,15,19/09/2018,Ali,Violent Storm,3
24/09/2018,25/09/2018 01:00,25,21/09/2018,Bronagh,Gale,3
25/09/2018,26/09/2018 01:00,24,21/09/2018,Bronagh,Gale,3
26/09/2018,27/09/2018 01:00,14.75,21/09/2018,Bronagh,Gale,3
26/09/2018,27/09/2018 01:00,6,21/09/2018,Bronagh,Gale,3
28/09/2018,29/09/2018 01:00,24,21/09/2018,Bronagh,Gale,3
15/10/2018,16/10/2018 01:00,7,12/10/2018,Callum,Storm,4
17/10/2018,21/10/2018 01:00,79,12/10/2018,Callum,Storm,4
18/10/2018,19/10/2018 01:00,16,12/10/2018,Callum,Storm,4
28/11/2018,29/11/2018 01:00,14,28/11/2018,Diana,Gale,4
29/11/2018,30/11/2018 01:00,14,28/11/2018,Diana,Gale,4
30/11/2018,02/12/2018 01:00,25.75,28/11/2018,Diana,Gale,4
02/12/2018,03/12/2018 01:00,7.25,28/11/2018,Diana,Gale,5
04/12/2018,04/12/2018 14:30,1,28/11/2018,Diana,Gale,5
05/12/2018,06/12/2018 01:00,16,28/11/2018,Diana,Gale,5
05/12/2018,05/12/2018 18:00,0.75,28/11/2018,Diana,Gale,5
05/12/2018,05/12/2018 19:15,1.25,28/11/2018,Diana,Gale,5
05/12/2018,06/12/2018 01:00,6,28/11/2018,Diana,Gale,5
15/12/2018,16/12/2018 01:00,11.75,15/12/2018,Deidre,Gale,5
15/12/2018,16/12/2018 01:00,11.25,15/12/2018,Deidre,Gale,5
16/12/2018,16/12/2018 17:00,0.75,15/12/2018,Deidre,Gale,5
16/12/2018,17/12/2018 01:00,7,15/12/2018,Deidre,Gale,5
17/12/2018,17/12/2018 03:00,0.75,15/12/2018,Deidre,Gale,5
17/12/2018,18/12/2018 01:00,4,15/12/2018,Deidre,Gale,5
21/12/2018,22/12/2018 01:00,6.5,15/12/2018,Deidre,Gale,5
21/12/2018,23/12/2018 01:00,27.75,15/12/2018,Deidre,Gale,5
22/12/2018,23/12/2018 01:00,17.25,15/12/2018,Deidre,Gale,5
22/12/2018,22/12/2018 10:15,0.75,15/12/2018,Deidre,Gale,5
22/12/2018,23/12/2018 01:00,6.25,15/12/2018,Deidre,Gale,5
08/02/2019,08/02/2019 01:00,1,08/02/2019,Erik,Storm,5
08/02/2019,09/02/2019 01:00,16,08/02/2019,Erik,Storm,5
08/02/2019,09/02/2019 01:00,3.75,08/02/2019,Erik,Storm,5
09/02/2019,10/02/2019 01:00,25,08/02/2019,Erik,Storm,5
09/02/2019,10/02/2019 01:00,3.75,08/02/2019,Erik,Storm,5
10/02/2019,11/02/2019 01:00,6,08/02/2019,Erik,Storm,5
11/02/2019,12/02/2019 01:00,25,08/02/2019,Erik,Storm,5
11/02/2019,12/02/2019 01:00,17,08/02/2019,Erik,Storm,5
11/02/2019,11/02/2019 17:15,1.25,08/02/2019,Erik,Storm,5
12/02/2019,13/02/2019 01:00,4.75,08/02/2019,Erik,Storm,5
13/02/2019,13/02/2019 01:00,1,08/02/2019,Erik,Storm,5
13/02/2019,13/02/2019 19:15,1.25,08/02/2019,Erik,Storm,5
13/02/2019,14/02/2019 01:00,7,08/02/2019,Erik,Storm,5
13/02/2019,16/02/2019 01:00,54.75,08/02/2019,Erik,Storm,5
14/02/2019,15/02/2019 01:00,25,08/02/2019,Erik,Storm,5
15/02/2019,16/02/2019 01:00,13,08/02/2019,Erik,Storm,5
02/03/2019,03/03/2019 01:00,24.75,02/03/2019,Freya,Gale,4
02/03/2019,02/03/2019 03:30,2.75,02/03/2019,Freya,Gale,4
02/03/2019,03/03/2019 01:00,21.5,02/03/2019,Freya,Gale,4
02/03/2019,02/03/2019 06:00,1,02/03/2019,Freya,Gale,4
02/03/2019,03/03/2019 01:00,19.25,02/03/2019,Freya,Gale,4
03/03/2019,04/03/2019 01:00,18,02/03/2019,Freya,Gale,4
03/03/2019,05/03/2019 19:30,59.5,02/03/2019,Freya,Gale,4
03/03/2019,04/03/2019 01:00,6,02/03/2019,Freya,Gale,4
05/03/2019,05/03/2019 19:30,1.5,02/03/2019,Freya,Gale,4
05/03/2019,06/03/2019 01:00,5.75,02/03/2019,Freya,Gale,4
05/03/2019,07/03/2019 01:00,26.75,02/03/2019,Freya,Gale,4
06/03/2019,06/03/2019 18:00,2,02/03/2019,Freya,Gale,4
06/03/2019,07/03/2019 01:00,7,02/03/2019,Freya,Gale,4
07/03/2019,08/03/2019 01:00,10.25,02/03/2019,Freya,Gale,4
07/03/2019,07/03/2019 21:15,3.25,02/03/2019,Freya,Gale,4
07/03/2019,09/03/2019 01:00,27,02/03/2019,Freya,Gale,4
09/03/2019,10/03/2019 01:00,25,02/03/2019,Freya,Gale,4
09/03/2019,10/03/2019 01:00,4.5,02/03/2019,Freya,Gale,4
12/03/2019,13/03/2019 01:00,15,12/03/2019,Gareth,Storm,4
12/03/2019,13/03/2019 01:00,10,12/03/2019,Gareth,Storm,4
12/03/2019,13/03/2019 01:00,6,12/03/2019,Gareth,Storm,4
13/03/2019,14/03/2019 01:00,13,12/03/2019,Gareth,Storm,4
13/03/2019,14/03/2019 01:00,8,12/03/2019,Gareth,Storm,4
14/03/2019,15/03/2019 01:00,25,12/03/2019,Gareth,Storm,4
14/03/2019,15/03/2019 01:00,16.25,12/03/2019,Gareth,Storm,4
14/03/2019,15/03/2019 01:00,7.75,12/03/2019,Gareth,Storm,4
15/03/2019,15/03/2019 10:45,0.75,12/03/2019,Gareth,Storm,4
15/03/2019,16/03/2019 01:00,8.25,12/03/2019,Gareth,Storm,4
16/03/2019,16/03/2019 19:45,19.25,12/03/2019,Gareth,Storm,4
16/03/2019,17/03/2019 01:00,12.75,12/03/2019,Gareth,Storm,4
16/03/2019,17/03/2019 01:00,10.25,12/03/2019,Gareth,Storm,4
17/03/2019,18/03/2019 01:00,15.25,12/03/2019,Gareth,Storm,4
17/03/2019,18/03/2019 01:00,14,12/03/2019,Gareth,Storm,4
19/03/2019,20/03/2019 01:00,17.75,12/03/2019,Gareth,Storm,4
19/03/2019,19/03/2019 21:30,0.75,12/03/2019,Gareth,Storm,4
19/03/2019,19/03/2019 23:00,1,12/03/2019,Gareth,Storm,4
19/03/2019,20/03/2019 10:15,11.25,12/03/2019,Gareth,Storm,4
19/03/2019,21/03/2019 01:00,25.75,12/03/2019,Gareth,Storm,4
26/03/2019,27/03/2019 01:00,23,26/03/2019,Hannah,Storm,4
26/03/2019,27/03/2019 01:00,16,26/03/2019,Hannah,Storm,4
26/03/2019,27/03/2019 01:00,16,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,15,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,11,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,10,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,8.75,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,8.75,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,7.5,26/03/2019,Hannah,Storm,4
27/03/2019,28/03/2019 01:00,3.5,26/03/2019,Hannah,Storm,4
29/03/2019,31/03/2019 01:00,26.75,26/03/2019,Hannah,Storm,4
01/04/2019,02/04/2019 01:00,22,26/03/2019,Hannah,Storm,4
01/04/2019,02/04/2019 08:00,23,26/03/2019,Hannah,Storm,4
04/10/2019,05/10/2019 01:00,25,04/10/2019,Lorenzo,Storm,4
04/10/2019,04/10/2019 14:15,0.75,04/10/2019,Lorenzo,Storm,4
04/10/2019,06/10/2019 01:00,30.75,04/10/2019,Lorenzo,Storm,4
06/10/2019,06/10/2019 11:00,2,04/10/2019,Lorenzo,Storm,4
06/10/2019,08/10/2019 01:00,38.75,04/10/2019,Lorenzo,Storm,4
07/10/2019,07/10/2019 04:30,1.75,04/10/2019,Lorenzo,Storm,4
07/10/2019,07/10/2019 19:45,10.75,04/10/2019,Lorenzo,Storm,4
07/10/2019,07/10/2019 19:45,10.75,04/10/2019,Lorenzo,Storm,4
07/10/2019,08/10/2019 01:00,15,04/10/2019,Lorenzo,Storm,4
07/10/2019,07/10/2019 22:15,2.5,04/10/2019,Lorenzo,Storm,4
07/10/2019,09/10/2019 01:00,27,04/10/2019,Lorenzo,Storm,4
08/10/2019,08/10/2019 16:30,3.5,04/10/2019,Lorenzo,Storm,4
08/10/2019,10/10/2019 01:00,28,04/10/2019,Lorenzo,Storm,4
09/10/2019,10/10/2019 01:00,19,04/10/2019,Lorenzo,Storm,4
10/10/2019,11/10/2019 01:00,16.25,04/10/2019,Lorenzo,Storm,4
10/10/2019,10/10/2019 23:30,2,04/10/2019,Lorenzo,Storm,4
10/10/2019,11/10/2019 09:00,9.75,04/10/2019,Lorenzo,Storm,4
11/10/2019,12/10/2019 01:00,19.75,04/10/2019,Lorenzo,Storm,4
09/12/2019,09/12/2019 01:30,1.5,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 10:00,3.5,08/12/2019,Atiyah,Storm,5
09/12/2019,10/12/2019 01:00,17,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 13:15,2.75,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 13:45,0.75,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 19:00,4,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 17:30,2.5,08/12/2019,Atiyah,Storm,5
09/12/2019,09/12/2019 22:30,7,08/12/2019,Atiyah,Storm,5
09/12/2019,11/12/2019 01:00,31.5,08/12/2019,Atiyah,Storm,5
09/12/2019,11/12/2019 01:00,26.75,08/12/2019,Atiyah,Storm,5
10/12/2019,11/12/2019 01:00,25,08/12/2019,Atiyah,Storm,5
11/12/2019,11/12/2019 17:45,1.75,08/12/2019,Atiyah,Storm,5
11/12/2019,13/12/2019 01:00,29.75,08/12/2019,Atiyah,Storm,5
12/12/2019,12/12/2019 14:30,5.5,08/12/2019,Atiyah,Storm,5
12/12/2019,14/12/2019 01:00,39,08/12/2019,Atiyah,Storm,5
12/12/2019,13/12/2019 00:00,13,08/12/2019,Atiyah,Storm,5
12/12/2019,12/12/2019 12:45,0.75,08/12/2019,Atiyah,Storm,5
13/12/2019,14/12/2019 01:00,25,08/12/2019,Atiyah,Storm,5
13/12/2019,13/12/2019 12:00,1.5,08/12/2019,Atiyah,Storm,5
13/12/2019,13/12/2019 15:30,2.25,08/12/2019,Atiyah,Storm,5
13/12/2019,15/12/2019 01:00,28.5,08/12/2019,Atiyah,Storm,5
14/12/2019,16/12/2019 01:00,31.75,08/12/2019,Atiyah,Storm,5
14/12/2019,16/12/2019 01:00,31.5,08/12/2019,Atiyah,Storm,5
15/12/2019,18/12/2019 01:00,52,08/12/2019,Atiyah,Storm,5
15/12/2019,17/12/2019 01:00,27.25,08/12/2019,Atiyah,Storm,5
18/12/2019,20/12/2019 01:00,26,18/12/2019,Elsa,Storm,5
19/12/2019,21/12/2019 01:00,34.75,18/12/2019,Elsa,Storm,5
19/12/2019,19/12/2019 19:15,2.25,18/12/2019,Elsa,Storm,5
19/12/2019,21/12/2019 01:00,29.75,18/12/2019,Elsa,Storm,5
20/12/2019,20/12/2019 15:15,1.75,18/12/2019,Elsa,Storm,5
21/12/2019,23/12/2019 01:00,34,18/12/2019,Elsa,Storm,5
22/12/2019,24/12/2019 01:00,31,18/12/2019,Elsa,Storm,5
22/12/2019,24/12/2019 01:00,28,18/12/2019,Elsa,Storm,5
23/12/2019,23/12/2019 14:00,3.25,18/12/2019,Elsa,Storm,5
23/12/2019,23/12/2019 14:00,1,18/12/2019,Elsa,Storm,5
23/12/2019,23/12/2019 15:15,1.25,18/12/2019,Elsa,Storm,5
23/12/2019,23/12/2019 17:00,1.75,18/12/2019,Elsa,Storm,5
23/12/2019,25/12/2019 01:00,32,18/12/2019,Elsa,Storm,5
24/12/2019,24/12/2019 11:45,6.75,18/12/2019,Elsa,Storm,5
13/01/2020,13/01/2020 12:00,1.75,13/01/2020,Brendan,Storm,5
13/01/2020,15/01/2020 01:00,37.25,13/01/2020,Brendan,Storm,5
14/01/2020,14/01/2020 17:00,4.75,13/01/2020,Brendan,Storm,5
14/01/2020,14/01/2020 15:30,3.25,13/01/2020,Brendan,Storm,5
14/01/2020,14/01/2020 13:30,1.25,13/01/2020,Brendan,Storm,5
14/01/2020,14/01/2020 17:45,5,13/01/2020,Brendan,Storm,5
14/01/2020,14/01/2020 17:45,5,13/01/2020,Brendan,Storm,5
14/01/2020,16/01/2020 01:00,31.25,13/01/2020,Brendan,Storm,5
15/01/2020,17/01/2020 01:00,38,13/01/2020,Brendan,Storm,5
16/01/2020,16/01/2020 14:30,3.5,13/01/2020,Brendan,Storm,5
16/01/2020,17/01/2020 01:00,13.5,13/01/2020,Brendan,Storm,5
16/01/2020,16/01/2020 16:00,3,13/01/2020,Brendan,Storm,5
16/01/2020,18/01/2020 01:00,31.25,13/01/2020,Brendan,Storm,5
17/01/2020,17/01/2020 20:45,1.25,13/01/2020,Brendan,Storm,5
20/01/2020,20/01/2020 10:00,1.25,13/01/2020,Brendan,Storm,5
20/01/2020,20/01/2020 10:00,1,13/01/2020,Brendan,Storm,5
20/01/2020,22/01/2020 01:00,39.25,13/01/2020,Brendan,Storm,5
20/01/2020,22/01/2020 01:00,32.5,13/01/2020,Brendan,Storm,5
09/02/2020,09/02/2020 02:15,0.75,09/02/2020,Ciara,Storm,6
09/02/2020,09/02/2020 14:45,0.75,09/02/2020,Ciara,Storm,6
09/02/2020,09/02/2020 16:15,2.25,09/02/2020,Ciara,Storm,6
09/02/2020,09/02/2020 23:45,9.75,09/02/2020,Ciara,Storm,6
09/02/2020,09/02/2020 22:30,7.25,09/02/2020,Ciara,Storm,6
10/02/2020,12/02/2020 01:00,27.25,10/02/2020,Ciara,Storm,6
10/02/2020,10/02/2020 22:30,0.75,10/02/2020,Ciara,Storm,6
11/02/2020,12/02/2020 01:00,21.25,10/02/2020,Ciara,Storm,6
11/02/2020,12/02/2020 01:00,15.5,10/02/2020,Ciara,Storm,6
11/02/2020,13/02/2020 01:00,39,10/02/2020,Ciara,Storm,6
11/02/2020,11/02/2020 21:00,0.75,10/02/2020,Ciara,Storm,6
11/02/2020,11/02/2020 22:15,1.5,10/02/2020,Ciara,Storm,6
11/02/2020,13/02/2020 01:00,27,10/02/2020,Ciara,Storm,6
12/02/2020,12/02/2020 11:15,1,10/02/2020,Ciara,Storm,6
12/02/2020,12/02/2020 19:00,8.5,10/02/2020,Ciara,Storm,6
12/02/2020,14/02/2020 01:00,30,10/02/2020,Ciara,Storm,6
12/02/2020,13/02/2020 01:00,2.5,10/02/2020,Ciara,Storm,6
13/02/2020,13/02/2020 15:00,2.5,10/02/2020,Ciara,Storm,6
13/02/2020,13/02/2020 15:45,3,10/02/2020,Ciara,Storm,6
13/02/2020,13/02/2020 15:45,2.75,10/02/2020,Ciara,Storm,6
15/02/2020,17/02/2020 01:00,35.75,10/02/2020,Ciara,Storm,6
16/02/2020,18/02/2020 01:00,30,16/02/2020,Dennis,Storm,6
17/02/2020,18/02/2020 01:00,24.25,16/02/2020,Dennis,Storm,6
17/02/2020,18/02/2020 01:00,18,16/02/2020,Dennis,Storm,6
18/02/2020,18/02/2020 19:00,2,16/02/2020,Dennis,Storm,6
18/02/2020,18/02/2020 18:15,1.25,16/02/2020,Dennis,Storm,6
18/02/2020,18/02/2020 18:30,1.5,16/02/2020,Dennis,Storm,6
19/02/2020,19/02/2020 15:45,7.75,16/02/2020,Dennis,Storm,6
19/02/2020,19/02/2020 13:00,1.5,16/02/2020,Dennis,Storm,6
19/02/2020,21/02/2020 01:00,36.25,16/02/2020,Dennis,Storm,6
19/02/2020,21/02/2020 01:00,32.75,16/02/2020,Dennis,Storm,6
20/02/2020,21/02/2020 01:00,15.75,16/02/2020,Dennis,Storm,6
20/02/2020,20/02/2020 21:00,2,16/02/2020,Dennis,Storm,6
21/02/2020,22/02/2020 01:00,18.75,16/02/2020,Dennis,Storm,6
21/02/2020,23/02/2020 01:00,27,16/02/2020,Dennis,Storm,6
22/02/2020,22/02/2020 07:15,7,16/02/2020,Dennis,Storm,6
22/02/2020,22/02/2020 09:30,2.5,16/02/2020,Dennis,Storm,6
22/02/2020,22/02/2020 09:00,1.75,16/02/2020,Dennis,Storm,6
22/02/2020,22/02/2020 09:00,1.75,16/02/2020,Dennis,Storm,6
22/02/2020,22/02/2020 09:30,0.75,16/02/2020,Dennis,Storm,6
22/02/2020,23/02/2020 01:00,9,16/02/2020,Dennis,Storm,6
22/02/2020,23/02/2020 02:30,7,16/02/2020,Dennis,Storm,6
23/02/2020,23/02/2020 18:30,7.75,16/02/2020,Dennis,Storm,6
23/02/2020,24/02/2020 04:30,10.25,16/02/2020,Dennis,Storm,6
23/02/2020,25/02/2020 01:00,29.5,16/02/2020,Dennis,Storm,6
29/02/2020,29/02/2020 14:30,13.25,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 11:45,0.75,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 13:00,2,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 13:00,1.5,29/02/2020,Jorge,Storm,6
29/02/2020,02/03/2020 01:00,36.25,29/02/2020,Jorge,Storm,6
29/02/2020,02/03/2020 01:00,36.25,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 17:30,3,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 19:00,2.75,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 22:30,5.25,29/02/2020,Jorge,Storm,6
29/02/2020,29/02/2020 22:15,4.5,29/02/2020,Jorge,Storm,6
29/02/2020,01/03/2020 01:15,3,29/02/2020,Jorge,Storm,6
01/03/2020,01/03/2020 14:00,13,29/02/2020,Jorge,Storm,5
01/03/2020,01/03/2020 17:00,3.25,29/02/2020,Jorge,Storm,5
01/03/2020,01/03/2020 22:00,5,29/02/2020,Jorge,Storm,5
01/03/2020,01/03/2020 23:15,4.25,29/02/2020,Jorge,Storm,5
01/03/2020,01/03/2020 21:00,1.25,29/02/2020,Jorge,Storm,5
01/03/2020,02/03/2020 01:00,3,29/02/2020,Jorge,Storm,5
02/03/2020,03/03/2020 01:00,24.25,29/02/2020,Jorge,Storm,5
02/03/2020,02/03/2020 18:30,7.75,29/02/2020,Jorge,Storm,5
02/03/2020,02/03/2020 17:00,3,29/02/2020,Jorge,Storm,5
02/03/2020,02/03/2020 16:30,1.5,29/02/2020,Jorge,Storm,5
02/03/2020,02/03/2020 22:00,5,29/02/2020,Jorge,Storm,5
02/03/2020,03/03/2020 01:00,3,29/02/2020,Jorge,Storm,5
03/03/2020,04/03/2020 01:00,24.25,29/02/2020,Jorge,Storm,5
03/03/2020,03/03/2020 17:00,3,29/02/2020,Jorge,Storm,5
03/03/2020,03/03/2020 22:00,5,29/02/2020,Jorge,Storm,5
03/03/2020,05/03/2020 01:00,29.5,29/02/2020,Jorge,Storm,5
03/03/2020,04/03/2020 01:00,3,29/02/2020,Jorge,Storm,5
03/03/2020,05/03/2020 01:00,26,29/02/2020,Jorge,Storm,5
04/03/2020,04/03/2020 14:00,13,29/02/2020,Jorge,Storm,5
04/03/2020,04/03/2020 08:45,1.25,29/02/2020,Jorge,Storm,5
04/03/2020,04/03/2020 08:45,1,29/02/2020,Jorge,Storm,5
04/03/2020,05/03/2020 01:00,16,29/02/2020,Jorge,Storm,5
04/03/2020,06/03/2020 01:00,35,29/02/2020,Jorge,Storm,5
05/03/2020,05/03/2020 09:00,8.75,29/02/2020,Jorge,Storm,5
05/03/2020,06/03/2020 01:00,16.25,29/02/2020,Jorge,Storm,5
05/03/2020,07/03/2020 01:00,32.25,29/02/2020,Jorge,Storm,5
06/03/2020,06/03/2020 07:45,1,29/02/2020,Jorge,Storm,5
