Start Date,End Date,Duration (hours),Max Temperature (C),Min Temperature (C),Mean Wind Speed (knot),Global Radiation (j/cm sq.),Relative Humidity (%),Max Temperarture Rarity,Min Temperature Rarity,Mean Wind Speed Rarity,Global Radiation Rarity,Relative Humidity Rarity
02/04/2024,02/04/2024,0.75,12.44,3.3,5.6,1193.6,85.8,4.041,2.292,1.878,3.671,3.217
02/04/2024,02/04/2024,0.75,12.44,3.3,5.6,1193.6,85.8,4.041,2.292,1.878,3.671,3.217
02/04/2024,02/04/2024,0.75,12.44,3.3,5.6,1193.6,85.8,4.041,2.292,1.878,3.671,3.217
02/04/2024,02/04/2024,0.75,12.44,3.3,5.6,1193.6,85.8,4.041,2.292,1.878,3.671,3.217
02/04/2024,02/04/2024,0.75,12.44,3.3,5.6,1193.6,85.8,4.041,2.292,1.878,3.671,3.217
03/04/2024,03/04/2024,1,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,1,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
03/04/2024,03/04/2024,0.75,12.5,6.68,6.04,1032.6,85.8,4.097,4.699,2.404,4.307,3.217
04/04/2024,04/04/2024,1,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
04/04/2024,04/04/2024,0.75,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
04/04/2024,04/04/2024,0.75,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
04/04/2024,04/04/2024,0.75,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
04/04/2024,04/04/2024,0.75,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
04/04/2024,04/04/2024,0.75,11.34,6.2,7.8,648.8,91.6,3.162,4.319,4.524,4.117,0.636
08/04/2024,08/04/2024,1,8.92,5.34,8.68,507.6,86.8,1.542,3.672,4.52,3.409,2.677
08/04/2024,08/04/2024,3.75,8.92,5.34,8.68,507.6,86.8,1.542,3.672,4.52,3.409,2.677
08/04/2024,08/04/2024,0.75,8.92,5.34,8.68,507.6,86.8,1.542,3.672,4.52,3.409,2.677
08/04/2024,08/04/2024,0.75,8.92,5.34,8.68,507.6,86.8,1.542,3.672,4.52,3.409,2.677
22/04/2024,22/04/2024,1,15.1,4.82,6.66,1485.4,80.8,4.244,3.251,3.156,2.53,3.871
22/04/2024,22/04/2024,0.75,15.1,4.82,6.66,1485.4,80.8,4.244,3.251,3.156,2.53,3.871
22/04/2024,22/04/2024,0.75,15.1,4.82,6.66,1485.4,80.8,4.244,3.251,3.156,2.53,3.871
22/04/2024,22/04/2024,0.75,15.1,4.82,6.66,1485.4,80.8,4.244,3.251,3.156,2.53,3.871
25/04/2024,25/04/2024,1,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
25/04/2024,25/04/2024,0.75,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
25/04/2024,25/04/2024,0.75,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
25/04/2024,25/04/2024,0.75,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
25/04/2024,25/04/2024,0.75,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
25/04/2024,25/04/2024,0.75,11.94,3.54,5.04,1110,80.8,3.617,2.405,1.298,3.986,3.871
26/04/2024,26/04/2024,1,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,26/04/2024,0.75,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,26/04/2024,1,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,26/04/2024,1,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,26/04/2024,0.75,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,26/04/2024,0.75,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
26/04/2024,27/04/2024,0.75,11.52,2.16,6.42,1639.2,72.6,3.304,1.603,2.901,2.015,0.715
30/04/2024,30/04/2024,1,12.34,6.52,7.4,1118.8,85.6,3.987,4.568,4.034,3.963,3.332
30/04/2024,30/04/2024,2.75,12.34,6.52,7.4,1118.8,85.6,3.987,4.568,4.034,3.963,3.332
30/04/2024,30/04/2024,0.75,12.34,6.52,7.4,1118.8,85.6,3.987,4.568,4.034,3.963,3.332
30/04/2024,30/04/2024,0.75,12.34,6.52,7.4,1118.8,85.6,3.987,4.568,4.034,3.963,3.332
30/04/2024,30/04/2024,1,12.34,6.52,7.4,1118.8,85.6,3.987,4.568,4.034,3.963,3.332
01/05/2024,01/05/2024,1,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,1,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,01/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
01/05/2024,02/05/2024,0.75,14.42,5.82,7.08,2046.8,78.6,4.619,4.03,3.65,0.862,2.638
02/05/2024,02/05/2024,1,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,1,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,5.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,02/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
02/05/2024,03/05/2024,0.75,13.58,6.9,5.76,801.6,89,4.878,4.878,2.08,4.747,1.569
03/05/2024,03/05/2024,1,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
03/05/2024,03/05/2024,0.75,13.8,9.24,5.64,821.2,89,4.967,3.39,1.931,4.854,1.569
04/05/2024,04/05/2024,1,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,1,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
04/05/2024,04/05/2024,0.75,13.58,8.88,4.36,773,87,4.878,3.632,0.658,4.637,2.561
07/05/2024,07/05/2024,1,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,1.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,07/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
07/05/2024,08/05/2024,0.75,15.08,8.28,4.04,1331,78.4,4.253,4.036,0.368,3.092,2.536
08/05/2024,08/05/2024,1,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,1,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,1,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,08/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
08/05/2024,09/05/2024,0.75,16.46,9.28,5.78,1443.4,81,3.384,3.352,2.101,2.663,3.989
09/05/2024,09/05/2024,1,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,4.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,0.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,0.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,0.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,0.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,09/05/2024,0.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
09/05/2024,10/05/2024,5.75,19.22,9.72,5.26,2064.2,78.8,1.353,3.012,1.513,0.829,2.736
10/05/2024,10/05/2024,1,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,1,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,10/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
10/05/2024,11/05/2024,0.75,21.32,10.14,6.16,2565.4,69.8,0.455,2.681,2.559,0.199,0.338
11/05/2024,11/05/2024,1,20.98,8.86,6,2304,75.8,0.532,3.647,2.373,0.455,1.458
11/05/2024,11/05/2024,0.75,20.98,8.86,6,2304,75.8,0.532,3.647,2.373,0.455,1.458
11/05/2024,11/05/2024,0.75,20.98,8.86,6,2304,75.8,0.532,3.647,2.373,0.455,1.458
11/05/2024,12/05/2024,0.75,20.98,8.86,6,2304,75.8,0.532,3.647,2.373,0.455,1.458
12/05/2024,12/05/2024,1,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,2.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,12/05/2024,0.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
12/05/2024,13/05/2024,4.75,19.1,10.84,4.74,1673.8,80.4,1.446,2.079,0.997,1.885,3.66
13/05/2024,13/05/2024,1,15.14,9.98,8.86,717,91.2,4.226,2.809,4.335,4.4,0.722
13/05/2024,13/05/2024,0.75,15.14,9.98,8.86,717,91.2,4.226,2.809,4.335,4.4,0.722
13/05/2024,13/05/2024,0.75,15.14,9.98,8.86,717,91.2,4.226,2.809,4.335,4.4,0.722
13/05/2024,14/05/2024,0.75,15.14,9.98,8.86,717,91.2,4.226,2.809,4.335,4.4,0.722
14/05/2024,14/05/2024,11,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,17,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,1,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,1,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,15/05/2024,4,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,15/05/2024,4,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,15/05/2024,4,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,15/05/2024,4,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,14/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
14/05/2024,15/05/2024,0.75,16.76,10.06,6.32,1356.4,84.6,3.148,2.763,2.8,3.026,3.931
15/05/2024,15/05/2024,1,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
15/05/2024,15/05/2024,9.75,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
15/05/2024,15/05/2024,6.5,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
15/05/2024,15/05/2024,1,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
15/05/2024,15/05/2024,0.75,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
15/05/2024,15/05/2024,0.75,18.12,9.64,6.16,1920,79.6,2.031,3.074,2.559,1.133,3.159
16/05/2024,16/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,1,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,1,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,6.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,3.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,16/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
16/05/2024,17/05/2024,0.75,19.78,8.12,5.6,1803.8,82.8,1.013,4.177,1.878,1.486,4.997
19/05/2024,19/05/2024,1,20.7,8.26,5.12,2528.6,79.6,0.63,4.056,1.364,0.226,3.159
19/05/2024,19/05/2024,0.75,20.7,8.26,5.12,2528.6,79.6,0.63,4.056,1.364,0.226,3.159
19/05/2024,19/05/2024,0.75,20.7,8.26,5.12,2528.6,79.6,0.63,4.056,1.364,0.226,3.159
19/05/2024,19/05/2024,0.75,20.7,8.26,5.12,2528.6,79.6,0.63,4.056,1.364,0.226,3.159
19/05/2024,20/05/2024,0.75,20.7,8.26,5.12,2528.6,79.6,0.63,4.056,1.364,0.226,3.159
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,1,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,4.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,20/05/2024,0.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
20/05/2024,21/05/2024,5.75,20.38,8.7,4.64,2532.2,82.2,0.761,3.75,0.904,0.223,4.654
21/05/2024,21/05/2024,0.75,17.98,10.52,5,1548.8,84.2,2.148,2.365,1.257,2.295,4.189
21/05/2024,21/05/2024,1,17.98,10.52,5,1548.8,84.2,2.148,2.365,1.257,2.295,4.189
21/05/2024,22/05/2024,15.75,17.98,10.52,5,1548.8,84.2,2.148,2.365,1.257,2.295,4.189
22/05/2024,22/05/2024,0.75,16.78,10.08,10.22,1298.8,81.6,3.112,2.744,2.998,3.213,4.322
24/05/2024,24/05/2024,1,13.96,8.34,5.2,1419,77.2,4.889,3.986,1.437,2.75,1.996
24/05/2024,25/05/2024,14.75,13.96,8.34,5.2,1419,77.2,4.889,3.986,1.437,2.75,1.996
25/05/2024,25/05/2024,0.75,14.76,8.78,9.42,1302.6,80.2,4.427,3.688,3.755,3.193,3.523
27/05/2024,27/05/2024,1,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,1,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,27/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
27/05/2024,28/05/2024,0.75,15.66,8.68,6.84,1729.2,81,3.953,3.769,3.374,1.688,3.989
28/05/2024,28/05/2024,0.75,17.52,11.5,9.9,1276.8,84.6,2.51,1.585,3.296,3.3,3.931
29/05/2024,29/05/2024,1,16.62,11.1,9.7,1573.8,80.2,3.249,1.877,3.487,2.2,3.523
29/05/2024,29/05/2024,0.75,16.62,11.1,9.7,1573.8,80.2,3.249,1.877,3.487,2.2,3.523
01/06/2024,01/06/2024,1,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
